vector_size,window,min_count,epochs,hs,negative,sample,self_similarity,second_similarity
130,2,2,50,1,0,0.1,0.6586666666666666,0.7646666666666667
130,2,2,50,1,0,0,0.657,0.7686666666666667
130,2,3,5,1,0,0.1,0.6603333333333333,0.7666666666666667
130,2,3,5,1,0,0,0.6686666666666666,0.7696666666666667
130,2,3,8,1,0,0.1,0.6796666666666666,0.7786666666666666
130,2,3,8,1,0,0,0.6853333333333333,0.7803333333333333
130,2,3,10,1,0,0.1,0.6793333333333333,0.7793333333333333
130,2,3,10,1,0,0,0.6796666666666666,0.779
130,2,3,12,1,0,0.1,0.6863333333333334,0.7803333333333333
130,2,3,12,1,0,0,0.6776666666666666,0.7793333333333333
130,2,3,15,1,0,0.1,0.678,0.7793333333333333
130,2,3,15,1,0,0,0.6836666666666666,0.7843333333333333
130,2,3,20,1,0,0.1,0.677,0.7786666666666666
130,2,3,20,1,0,0,0.6673333333333333,0.7766666666666666
130,2,3,30,1,0,0.1,0.6676666666666666,0.7726666666666666
130,2,3,30,1,0,0,0.675,0.7733333333333333
130,2,3,50,1,0,0.1,0.6576666666666666,0.7636666666666667
130,2,3,50,1,0,0,0.6583333333333333,0.7593333333333333
130,2,4,5,1,0,0.1,0.6643333333333333,0.772
130,2,4,5,1,0,0,0.6713333333333333,0.7676666666666667
130,2,4,8,1,0,0.1,0.6776666666666666,0.7823333333333333
130,2,4,8,1,0,0,0.6773333333333333,0.7783333333333333
130,2,4,10,1,0,0.1,0.6833333333333333,0.7836666666666666
130,2,4,10,1,0,0,0.6823333333333333,0.7856666666666666
130,2,4,12,1,0,0.1,0.6783333333333333,0.776
130,2,4,12,1,0,0,0.6833333333333333,0.783
130,2,4,15,1,0,0.1,0.6773333333333333,0.78
130,2,4,15,1,0,0,0.678,0.7786666666666666
130,2,4,20,1,0,0.1,0.673,0.7746666666666666
130,2,4,20,1,0,0,0.6743333333333333,0.7763333333333333
130,2,4,30,1,0,0.1,0.6706666666666666,0.7743333333333333
130,2,4,30,1,0,0,0.6633333333333333,0.7696666666666667
130,2,4,50,1,0,0.1,0.656,0.763
130,2,4,50,1,0,0,0.659,0.7646666666666667
130,3,2,5,1,0,0.1,0.662,0.7593333333333333
130,3,2,5,1,0,0,0.6606666666666666,0.7593333333333333
130,3,2,8,1,0,0.1,0.674,0.7733333333333333
130,3,2,8,1,0,0,0.6806666666666666,0.7773333333333333
130,3,2,10,1,0,0.1,0.685,0.7863333333333333
130,3,2,10,1,0,0,0.6833333333333333,0.785
130,3,2,12,1,0,0.1,0.6856666666666666,0.785
130,3,2,12,1,0,0,0.688,0.7856666666666666
130,3,2,15,1,0,0.1,0.6853333333333333,0.7826666666666666
130,3,2,15,1,0,0,0.68,0.781
130,3,2,20,1,0,0.1,0.6763333333333333,0.778
130,3,2,20,1,0,0,0.6743333333333333,0.7796666666666666
130,3,2,30,1,0,0.1,0.6736666666666666,0.7716666666666666
130,3,2,30,1,0,0,0.672,0.7723333333333333
130,3,2,50,1,0,0.1,0.6586666666666666,0.761
130,3,2,50,1,0,0,0.6653333333333333,0.765
130,3,3,5,1,0,0.1,0.6586666666666666,0.7563333333333333
130,3,3,5,1,0,0,0.6626666666666666,0.7583333333333333
130,3,3,8,1,0,0.1,0.678,0.7793333333333333
130,3,3,8,1,0,0,0.679,0.769
130,3,3,10,1,0,0.1,0.6793333333333333,0.7793333333333333
130,3,3,10,1,0,0,0.682,0.7776666666666666
130,3,3,12,1,0,0.1,0.676,0.7726666666666666
130,3,3,12,1,0,0,0.6793333333333333,0.775
130,3,3,15,1,0,0.1,0.676,0.776
130,3,3,15,1,0,0,0.6793333333333333,0.7726666666666666
130,3,3,20,1,0,0.1,0.672,0.7693333333333333
130,3,3,20,1,0,0,0.672,0.7776666666666666
130,3,3,30,1,0,0.1,0.664,0.7636666666666667
130,3,3,30,1,0,0,0.665,0.7643333333333333
130,3,3,50,1,0,0.1,0.6553333333333333,0.758
130,3,3,50,1,0,0,0.652,0.7536666666666667
130,3,4,5,1,0,0.1,0.6593333333333333,0.76
130,3,4,5,1,0,0,0.656,0.7523333333333333
130,3,4,8,1,0,0.1,0.673,0.769
130,3,4,8,1,0,0,0.675,0.7706666666666667
130,3,4,10,1,0,0.1,0.6753333333333333,0.7773333333333333
130,3,4,10,1,0,0,0.6746666666666666,0.7713333333333333
130,3,4,12,1,0,0.1,0.6673333333333333,0.7643333333333333
130,3,4,12,1,0,0,0.6786666666666666,0.772
130,3,4,15,1,0,0.1,0.6703333333333333,0.771
130,3,4,15,1,0,0,0.6806666666666666,0.7743333333333333
130,3,4,20,1,0,0.1,0.6673333333333333,0.7693333333333333
130,3,4,20,1,0,0,0.6666666666666666,0.768
130,3,4,30,1,0,0.1,0.6556666666666666,0.7626666666666667
130,3,4,30,1,0,0,0.6546666666666666,0.7566666666666667
130,3,4,50,1,0,0.1,0.6546666666666666,0.749
130,3,4,50,1,0,0,0.6536666666666666,0.7513333333333333
130,4,2,5,1,0,0.1,0.642,0.743
130,4,2,5,1,0,0,0.6416666666666667,0.745
130,4,2,8,1,0,0.1,0.6726666666666666,0.7723333333333333
130,4,2,8,1,0,0,0.666,0.7636666666666667
130,4,2,10,1,0,0.1,0.6683333333333333,0.773
130,4,2,10,1,0,0,0.674,0.7723333333333333
130,4,2,12,1,0,0.1,0.676,0.774
130,4,2,12,1,0,0,0.685,0.7773333333333333
130,4,2,15,1,0,0.1,0.6786666666666666,0.7806666666666666
130,4,2,15,1,0,0,0.6783333333333333,0.774
130,4,2,20,1,0,0.1,0.6763333333333333,0.775
130,4,2,20,1,0,0,0.668,0.77
130,4,2,30,1,0,0.1,0.6706666666666666,0.765
130,4,2,30,1,0,0,0.6636666666666666,0.765
130,4,2,50,1,0,0.1,0.65,0.753
130,4,2,50,1,0,0,0.6483333333333333,0.753
130,4,3,5,1,0,0.1,0.6386666666666667,0.7443333333333333
130,4,3,5,1,0,0,0.6343333333333333,0.7363333333333333
130,4,3,8,1,0,0.1,0.6573333333333333,0.764
130,4,3,8,1,0,0,0.6703333333333333,0.7686666666666667
130,4,3,10,1,0,0.1,0.6713333333333333,0.7696666666666667
130,4,3,10,1,0,0,0.6643333333333333,0.7683333333333333
130,4,3,12,1,0,0.1,0.6723333333333333,0.7753333333333333
130,4,3,12,1,0,0,0.673,0.7713333333333333
130,4,3,15,1,0,0.1,0.676,0.775
130,4,3,15,1,0,0,0.677,0.771
130,4,3,20,1,0,0.1,0.669,0.7733333333333333
130,4,3,20,1,0,0,0.67,0.7726666666666666
100,2,5,10,1,0,0,0.6796666666666666,0.7786666666666666
100,2,5,12,1,0,0,0.6746666666666666,0.78
100,2,5,15,1,0,0,0.6706666666666666,0.7746666666666666
100,2,5,20,1,0,0,0.667,0.7753333333333333
100,2,5,30,1,0,0,0.6643333333333333,0.7656666666666667
100,2,7,10,1,0,0,0.6793333333333333,0.783
100,2,7,12,1,0,0,0.68,0.7856666666666666
100,2,7,15,1,0,0,0.674,0.7793333333333333
100,2,7,20,1,0,0,0.6676666666666666,0.7733333333333333
100,2,7,30,1,0,0,0.6613333333333333,0.7686666666666667
10,2,5,10,1,0,0,0.02,0.03
10,2,5,12,1,0,0,0.03,0.05
20,2,5,10,1,0,0,0.376,0.487
20,2,5,12,1,0,0,0.412,0.534
20,2,5,15,1,0,0,0.47,0.583
20,2,5,20,1,0,0,0.514,0.623
20,2,5,30,1,0,0,0.545,0.652
20,2,7,10,1,0,0,0.383,0.486
20,2,7,12,1,0,0,0.441,0.559
20,2,7,15,1,0,0,0.473,0.592
20,2,7,20,1,0,0,0.51,0.626
20,2,7,30,1,0,0,0.549,0.657
20,2,9,10,1,0,0,0.369,0.479
20,2,9,12,1,0,0,0.408,0.529
20,2,9,15,1,0,0,0.447,0.566
20,2,9,20,1,0,0,0.505,0.634
20,2,9,30,1,0,0,0.532,0.641
20,3,5,10,1,0,0,0.209,0.302
20,3,5,12,1,0,0,0.258,0.356
20,3,5,15,1,0,0,0.302,0.418
20,3,5,20,1,0,0,0.429,0.541
20,3,5,30,1,0,0,0.493,0.608
20,3,7,10,1,0,0,0.24,0.332
20,3,7,12,1,0,0,0.278,0.383
20,3,7,15,1,0,0,0.334,0.441
20,3,7,20,1,0,0,0.408,0.524
20,3,7,30,1,0,0,0.503,0.625
20,3,9,10,1,0,0,0.205,0.285
20,3,9,12,1,0,0,0.247,0.345
30,2,5,10,1,0,0,0.597,0.705
30,2,5,12,1,0,0,0.613,0.72
30,2,5,15,1,0,0,0.634,0.734
30,2,5,20,1,0,0,0.633,0.745
30,2,5,30,1,0,0,0.638,0.749
30,2,7,10,1,0,0,0.579,0.695
30,2,7,12,1,0,0,0.608,0.716
30,2,7,15,1,0,0,0.629,0.741
30,2,7,20,1,0,0,0.629,0.748
30,2,7,30,1,0,0,0.645,0.754
30,2,9,10,1,0,0,0.594,0.695
30,2,9,12,1,0,0,0.609,0.714
30,2,9,15,1,0,0,0.622,0.733
30,2,9,20,1,0,0,0.628,0.742
30,2,9,30,1,0,0,0.638,0.743
30,3,5,10,1,0,0,0.512,0.622
30,3,5,12,1,0,0,0.554,0.667
30,3,5,15,1,0,0,0.58,0.695
30,3,5,20,1,0,0,0.609,0.719
30,3,5,30,1,0,0,0.625,0.73
30,3,7,10,1,0,0,0.507,0.629
30,3,7,12,1,0,0,0.548,0.659
30,3,7,15,1,0,0,0.588,0.705
30,3,7,20,1,0,0,0.615,0.725
30,3,7,30,1,0,0,0.632,0.744
30,3,9,10,1,0,0,0.515,0.626
30,3,9,12,1,0,0,0.546,0.664
30,3,9,15,1,0,0,0.574,0.687
30,3,9,20,1,0,0,0.615,0.721
30,3,9,30,1,0,0,0.63,0.74
50,2,5,10,1,0,0,0.669,0.777
50,2,5,12,1,0,0,0.682,0.791
50,2,5,15,1,0,0,0.674,0.785
50,2,5,20,1,0,0,0.672,0.787
50,2,5,30,1,0,0,0.666,0.771
50,2,7,10,1,0,0,0.677,0.782
50,2,7,12,1,0,0,0.676,0.78
50,2,7,15,1,0,0,0.669,0.781
50,2,7,20,1,0,0,0.675,0.782
50,2,7,30,1,0,0,0.662,0.772
50,2,9,10,1,0,0,0.676,0.782
50,2,9,12,1,0,0,0.676,0.782
50,2,9,15,1,0,0,0.68,0.784
50,2,9,20,1,0,0,0.676,0.78
50,2,9,30,1,0,0,0.662,0.773
50,3,5,10,1,0,0,0.654,0.754
50,3,5,12,1,0,0,0.666,0.774
50,3,5,15,1,0,0,0.671,0.776
50,3,5,20,1,0,0,0.668,0.777
50,3,5,30,1,0,0,0.67,0.775
50,3,7,10,1,0,0,0.656,0.76
50,3,7,12,1,0,0,0.662,0.773
50,3,7,15,1,0,0,0.668,0.77
50,3,7,20,1,0,0,0.672,0.781
50,3,7,30,1,0,0,0.665,0.772
50,3,9,10,1,0,0,0.653,0.764
50,3,9,12,1,0,0,0.66,0.776
50,3,9,15,1,0,0,0.68,0.774
50,3,9,20,1,0,0,0.673,0.779
50,3,9,30,1,0,0,0.669,0.777
70,2,5,10,1,0,0,0.695,0.795
70,2,5,12,1,0,0,0.688,0.794
70,2,5,15,1,0,0,0.689,0.794
70,2,5,20,1,0,0,0.684,0.794
70,2,5,30,1,0,0,0.68,0.784
70,2,7,10,1,0,0,0.694,0.794
70,2,7,12,1,0,0,0.698,0.794
70,2,7,15,1,0,0,0.683,0.791
70,2,7,20,1,0,0,0.691,0.797
70,2,7,30,1,0,0,0.675,0.787
70,2,9,10,1,0,0,0.695,0.796
70,2,9,12,1,0,0,0.685,0.787
70,2,9,15,1,0,0,0.687,0.796
70,2,9,20,1,0,0,0.682,0.792
70,2,9,30,1,0,0,0.675,0.782
70,3,5,10,1,0,0,0.681,0.782
70,3,5,12,1,0,0,0.681,0.784
70,3,5,15,1,0,0,0.694,0.795
70,3,5,20,1,0,0,0.679,0.788
70,3,5,30,1,0,0,0.672,0.782
70,3,7,10,1,0,0,0.689,0.786
70,3,7,12,1,0,0,0.686,0.792
70,3,7,15,1,0,0,0.691,0.785
70,3,7,20,1,0,0,0.688,0.786
70,3,7,30,1,0,0,0.673,0.783
70,3,9,10,1,0,0,0.687,0.786
70,3,9,12,1,0,0,0.689,0.787
70,3,9,15,1,0,0,0.685,0.788
70,3,9,20,1,0,0,0.677,0.784
70,3,9,30,1,0,0,0.673,0.777
100,2,5,10,1,0,0,0.698,0.792
100,2,5,12,1,0,0,0.69,0.795
100,2,5,15,1,0,0,0.685,0.783
100,2,5,20,1,0,0,0.684,0.792
100,2,5,30,1,0,0,0.684,0.78
100,2,7,10,1,0,0,0.697,0.799
100,2,7,12,1,0,0,0.696,0.801
100,2,7,15,1,0,0,0.683,0.797
100,2,7,20,1,0,0,0.687,0.797
100,2,7,30,1,0,0,0.681,0.783
100,2,9,10,1,0,0,0.695,0.796
100,2,9,12,1,0,0,0.694,0.796
100,2,9,15,1,0,0,0.696,0.795
100,2,9,20,1,0,0,0.686,0.791
100,2,9,30,1,0,0,0.673,0.784
30,2,2,10,1,0,0,0.592,0.7
30,2,2,30,1,0,0,0.641,0.744
30,2,2,50,1,0,0,0.636,0.738
30,2,2,100,1,0,0,0.601,0.71
30,2,3,10,1,0,0,0.584,0.692
30,2,3,30,1,0,0,0.632,0.745
30,2,3,50,1,0,0,0.62,0.741
30,2,3,100,1,0,0,0.589,0.702
30,2,5,10,1,0,0,0.599,0.706
30,2,5,30,1,0,0,0.632,0.747
30,2,5,50,1,0,0,0.614,0.732
30,2,5,100,1,0,0,0.595,0.708
30,3,2,10,1,0,0,0.483,0.591
30,3,2,30,1,0,0,0.625,0.739
30,3,2,50,1,0,0,0.627,0.74
30,3,2,100,1,0,0,0.619,0.726
30,3,3,10,1,0,0,0.501,0.612
30,3,3,30,1,0,0,0.62,0.728
30,3,3,50,1,0,0,0.625,0.735
30,3,3,100,1,0,0,0.611,0.723
30,3,5,10,1,0,0,0.492,0.61
30,3,5,30,1,0,0,0.627,0.734
30,3,5,50,1,0,0,0.634,0.737
30,3,5,100,1,0,0,0.61,0.731
50,2,2,10,1,0,0,0.674,0.772
50,2,2,30,1,0,0,0.665,0.778
50,2,2,50,1,0,0,0.653,0.764
50,2,2,100,1,0,0,0.635,0.75
50,2,3,10,1,0,0,0.677,0.779
50,2,3,30,1,0,0,0.674,0.783
50,2,3,50,1,0,0,0.656,0.761
50,2,3,100,1,0,0,0.633,0.749
50,2,5,10,1,0,0,0.677,0.783
50,2,5,30,1,0,0,0.66,0.777
50,2,5,50,1,0,0,0.659,0.768
50,2,5,100,1,0,0,0.633,0.742
50,3,2,10,1,0,0,0.656,0.762
50,3,2,30,1,0,0,0.675,0.782
50,3,2,50,1,0,0,0.656,0.775
50,3,2,100,1,0,0,0.631,0.748
50,3,3,10,1,0,0,0.659,0.765
50,3,3,30,1,0,0,0.674,0.779
50,3,3,50,1,0,0,0.672,0.769
50,3,3,100,1,0,0,0.643,0.748
50,3,5,10,1,0,0,0.66,0.761
50,3,5,30,1,0,0,0.668,0.777
50,3,5,50,1,0,0,0.663,0.768
50,3,5,100,1,0,0,0.635,0.747
70,2,2,10,1,0,0,0.683,0.783
70,2,2,30,1,0,0,0.683,0.796
70,2,2,50,1,0,0,0.67,0.777
70,2,2,100,1,0,0,0.652,0.764
70,2,3,10,1,0,0,0.692,0.79
70,2,3,30,1,0,0,0.676,0.785
70,2,3,50,1,0,0,0.672,0.775
70,2,3,100,1,0,0,0.653,0.76
70,2,5,10,1,0,0,0.689,0.791
70,2,5,30,1,0,0,0.68,0.787
70,2,5,50,1,0,0,0.661,0.772
70,2,5,100,1,0,0,0.64,0.751
70,3,2,10,1,0,0,0.682,0.788
70,3,2,30,1,0,0,0.681,0.79
70,3,2,50,1,0,0,0.672,0.783
70,3,2,100,1,0,0,0.65,0.76
70,3,3,10,1,0,0,0.686,0.782
70,3,3,30,1,0,0,0.684,0.787
70,3,3,50,1,0,0,0.68,0.782
70,3,3,100,1,0,0,0.663,0.769
70,3,5,10,1,0,0,0.677,0.78
70,3,5,30,1,0,0,0.668,0.777
70,3,5,50,1,0,0,0.667,0.767
70,3,5,100,1,0,0,0.645,0.746
100,2,2,10,1,0,0,0.697,0.796
100,2,2,30,1,0,0,0.663,0.781
100,2,2,50,1,0,0,0.678,0.786
100,2,2,100,1,0,0,0.657,0.767
100,2,3,10,1,0,0,0.691,0.793
100,2,3,30,1,0,0,0.686,0.789
100,2,3,50,1,0,0,0.675,0.783
100,2,3,100,1,0,0,0.661,0.767
100,2,5,10,1,0,0,0.692,0.792
100,2,5,30,1,0,0,0.683,0.78
100,2,5,50,1,0,0,0.67,0.774
100,2,5,100,1,0,0,0.653,0.759
100,3,2,10,1,0,0,0.698,0.799
100,3,2,30,1,0,0,0.684,0.794
100,3,2,50,1,0,0,0.674,0.779
100,3,2,100,1,0,0,0.669,0.773
100,3,3,10,1,0,0,0.699,0.796
100,3,3,30,1,0,0,0.686,0.79
100,3,3,50,1,0,0,0.668,0.78
100,3,3,100,1,0,0,0.661,0.765
100,3,5,10,1,0,0,0.687,0.792
100,3,5,30,1,0,0,0.679,0.778
100,3,5,50,1,0,0,0.663,0.769
100,3,5,100,1,0,0,0.641,0.755
150,2,2,10,1,0,0,0.694,0.8
150,2,2,30,1,0,0,0.678,0.793
150,2,2,50,1,0,0,0.676,0.79
150,2,2,100,1,0,0,0.666,0.766
150,2,3,10,1,0,0,0.697,0.797
150,2,3,30,1,0,0,0.679,0.784
150,2,3,50,1,0,0,0.67,0.779
150,2,3,100,1,0,0,0.661,0.765
150,2,5,10,1,0,0,0.695,0.795
150,2,5,30,1,0,0,0.672,0.779
150,2,5,50,1,0,0,0.668,0.772
150,2,5,100,1,0,0,0.643,0.751
150,3,2,10,1,0,0,0.705,0.802
150,3,2,30,1,0,0,0.687,0.787
150,3,2,50,1,0,0,0.668,0.775
150,3,2,100,1,0,0,0.656,0.764
150,3,3,10,1,0,0,0.697,0.792
150,3,3,30,1,0,0,0.676,0.782
150,3,3,50,1,0,0,0.665,0.771
150,3,3,100,1,0,0,0.65,0.76
150,3,5,10,1,0,0,0.7,0.798
150,3,5,30,1,0,0,0.672,0.774
150,3,5,50,1,0,0,0.658,0.759
150,3,5,100,1,0,0,0.64,0.749
200,2,2,10,1,0,0,0.698,0.804
200,2,2,30,1,0,0,0.674,0.792
200,2,2,50,1,0,0,0.67,0.779
200,2,2,100,1,0,0,0.654,0.76
200,2,3,10,1,0,0,0.691,0.8
200,2,3,30,1,0,0,0.677,0.78
200,2,3,50,1,0,0,0.664,0.762
200,2,3,100,1,0,0,0.649,0.751
200,2,5,10,1,0,0,0.7,0.796
200,2,5,30,1,0,0,0.672,0.775
200,2,5,50,1,0,0,0.665,0.767
200,2,5,100,1,0,0,0.636,0.74
200,3,2,10,1,0,0,0.695,0.8
200,3,2,30,1,0,0,0.682,0.783
200,3,2,50,1,0,0,0.663,0.761
200,3,2,100,1,0,0,0.65,0.749
200,3,3,10,1,0,0,0.696,0.794
200,3,3,30,1,0,0,0.666,0.775
200,3,3,50,1,0,0,0.653,0.758
200,3,3,100,1,0,0,0.639,0.743
200,3,5,10,1,0,0,0.688,0.795
200,3,5,30,1,0,0,0.66,0.768
200,3,5,50,1,0,0,0.655,0.758
200,3,5,100,1,0,0,0.633,0.733
100,2,2,20,1,0,0.1,0.688,0.796
100,2,2,20,1,0,0.3,0.689,0.795
100,2,2,30,1,0,0.1,0.677,0.784
100,2,2,30,1,0,0.3,0.68,0.788
100,2,2,40,1,0,0.1,0.668,0.779
100,2,2,40,1,0,0.3,0.677,0.779
120,2,2,20,1,0,0.1,0.687,0.797
120,2,2,20,1,0,0.3,0.692,0.792
120,2,2,30,1,0,0.1,0.688,0.792
120,2,2,30,1,0,0.3,0.684,0.791
120,2,2,40,1,0,0.1,0.682,0.785
120,2,2,40,1,0,0.3,0.672,0.78
140,2,2,20,1,0,0.1,0.692,0.795
140,2,2,20,1,0,0.3,0.689,0.794
140,2,2,30,1,0,0.1,0.683,0.788
140,2,2,30,1,0,0.3,0.676,0.791
140,2,2,40,1,0,0.1,0.679,0.784
140,2,2,40,1,0,0.3,0.679,0.79
100,2,2,20,1,0,0.1,0.692,0.799
100,2,2,10,1,0,0.1,0.697,0.797
100,2,2,15,1,0,0.1,0.688,0.795
100,2,2,20,1,0,0.1,0.685,0.796
100,2,2,30,1,0,0.1,0.676,0.787
100,2,2,35,1,0,0.1,0.671,0.783
100,2,3,10,1,0,0.1,0.689,0.791
100,2,3,15,1,0,0.1,0.693,0.796
100,2,3,20,1,0,0.1,0.69,0.79
100,2,3,30,1,0,0.1,0.684,0.788
100,2,3,35,1,0,0.1,0.681,0.788
30,2,2,10,None,None,None,0.172,0.217
50,2,2,10,None,None,None,0.301,0.359
50,2,2,20,None,None,None,0.441,0.523
50,2,2,100,None,None,None,0.604,0.713
50,2,2,150,None,None,None,0.61,0.717
50,2,2,200,None,None,None,0.619,0.726
50,2,2,250,None,None,None,0.611,0.725
50,2,2,300,None,None,None,0.611,0.721
50,2,3,10,None,None,None,0.315,0.38
50,2,3,20,None,None,None,0.46,0.553
50,2,3,100,None,None,None,0.602,0.707
50,2,3,150,None,None,None,0.608,0.721
50,2,3,200,None,None,None,0.615,0.723
50,2,3,250,None,None,None,0.621,0.728
50,2,3,300,None,None,None,0.624,0.727
50,2,5,10,None,None,None,0.322,0.391
50,2,5,20,None,None,None,0.465,0.554
50,2,5,100,None,None,None,0.617,0.722
50,2,5,150,None,None,None,0.622,0.732
50,2,5,200,None,None,None,0.623,0.733
50,2,5,250,None,None,None,0.62,0.737
50,2,5,300,None,None,None,0.631,0.742
50,3,2,10,None,None,None,0.237,0.28
50,3,2,20,None,None,None,0.345,0.416
50,3,2,100,None,None,None,0.588,0.689
50,3,2,150,None,None,None,0.605,0.699
50,3,2,200,None,None,None,0.607,0.712
50,3,2,250,None,None,None,0.605,0.718
50,3,2,300,None,None,None,0.611,0.717
50,3,3,10,None,None,None,0.246,0.293
50,3,3,20,None,None,None,0.364,0.439
50,3,3,100,None,None,None,0.595,0.701
50,3,3,150,None,None,None,0.609,0.708
50,3,3,200,None,None,None,0.61,0.714
50,3,3,250,None,None,None,0.601,0.709
50,3,3,300,None,None,None,0.619,0.719
50,3,5,10,None,None,None,0.233,0.286
50,3,5,20,None,None,None,0.368,0.452
50,3,5,100,None,None,None,0.6,0.702
50,3,5,150,None,None,None,0.611,0.707
50,3,5,200,None,None,None,0.611,0.709
50,3,5,250,None,None,None,0.605,0.714
50,3,5,300,None,None,None,0.607,0.71
80,2,2,10,None,None,None,0.364,0.434
80,2,2,20,None,None,None,0.487,0.576
80,2,2,100,None,None,None,0.604,0.709
80,2,2,150,None,None,None,0.617,0.723
80,2,2,200,None,None,None,0.621,0.729
80,2,2,250,None,None,None,0.613,0.723
80,2,2,300,None,None,None,0.617,0.726
80,2,3,10,None,None,None,0.381,0.464
80,2,3,20,None,None,None,0.492,0.589
80,2,3,100,None,None,None,0.611,0.717
80,2,3,150,None,None,None,0.616,0.726
80,2,3,200,None,None,None,0.623,0.724
80,2,3,250,None,None,None,0.624,0.731
80,2,3,300,None,None,None,0.625,0.73
80,2,5,10,None,None,None,0.385,0.464
80,2,5,20,None,None,None,0.5,0.598
80,2,5,100,None,None,None,0.611,0.718
80,2,5,150,None,None,None,0.619,0.73
80,2,5,200,None,None,None,0.621,0.73
80,2,5,250,None,None,None,0.626,0.739
80,2,5,300,None,None,None,0.619,0.736
80,3,2,10,None,None,None,0.293,0.354
80,3,2,20,None,None,None,0.391,0.476
80,3,2,100,None,None,None,0.595,0.706
80,3,2,150,None,None,None,0.597,0.715
80,3,2,200,None,None,None,0.606,0.704
80,3,2,250,None,None,None,0.615,0.726
80,3,2,300,None,None,None,0.613,0.72
80,3,3,10,None,None,None,0.312,0.368
80,3,3,20,None,None,None,0.416,0.502
80,3,3,100,None,None,None,0.6,0.705
80,3,3,150,None,None,None,0.601,0.709
80,3,3,200,None,None,None,0.615,0.718
80,3,3,250,None,None,None,0.617,0.722
80,3,3,300,None,None,None,0.624,0.726
80,3,5,10,None,None,None,0.3,0.36
80,3,5,20,None,None,None,0.431,0.529
80,3,5,100,None,None,None,0.598,0.702
80,3,5,150,None,None,None,0.612,0.716
80,3,5,200,None,None,None,0.619,0.72
80,3,5,250,None,None,None,0.609,0.72
80,3,5,300,None,None,None,0.621,0.73
100,2,2,10,None,None,None,0.378,0.452
100,2,2,20,None,None,None,0.498,0.581
100,2,2,100,None,None,None,0.599,0.698
100,2,2,150,None,None,None,0.599,0.714
100,2,2,200,None,None,None,0.618,0.726
100,2,2,250,None,None,None,0.617,0.728
100,2,2,300,None,None,None,0.614,0.727
100,2,3,10,None,None,None,0.391,0.457
100,2,3,20,None,None,None,0.486,0.599
100,2,3,100,None,None,None,0.615,0.709
100,2,3,150,None,None,None,0.623,0.719
100,2,3,200,None,None,None,0.611,0.721
100,2,3,250,None,None,None,0.625,0.736
100,2,3,300,None,None,None,0.622,0.734
100,2,5,10,None,None,None,0.389,0.471
100,2,5,20,None,None,None,0.506,0.604
100,2,5,100,None,None,None,0.612,0.716
100,2,5,150,None,None,None,0.619,0.733
100,2,5,200,None,None,None,0.628,0.741
100,2,5,250,None,None,None,0.63,0.74
100,2,5,300,None,None,None,0.629,0.74
100,3,2,10,None,None,None,0.327,0.382
100,3,2,20,None,None,None,0.415,0.499
100,3,2,100,None,None,None,0.594,0.692
100,3,2,150,None,None,None,0.6,0.706
100,3,2,200,None,None,None,0.612,0.717
100,3,2,250,None,None,None,0.616,0.719
100,3,2,300,None,None,None,0.608,0.714
100,3,3,10,None,None,None,0.317,0.383
100,3,3,20,None,None,None,0.42,0.502
100,3,3,100,None,None,None,0.603,0.695
100,3,3,150,None,None,None,0.597,0.713
100,3,3,200,None,None,None,0.612,0.721
100,3,3,250,None,None,None,0.61,0.721
100,3,3,300,None,None,None,0.622,0.721
100,3,5,10,None,None,None,0.304,0.367
100,3,5,20,None,None,None,0.446,0.523
100,3,5,100,None,None,None,0.596,0.695
100,3,5,150,None,None,None,0.615,0.722
100,3,5,200,None,None,None,0.617,0.723
100,3,5,250,None,None,None,0.616,0.721
100,3,5,300,None,None,None,0.621,0.726
150,2,2,10,None,None,None,0.393,0.476
150,2,2,20,None,None,None,0.492,0.574
150,2,2,100,None,None,None,0.587,0.686
150,2,2,150,None,None,None,0.595,0.704
150,2,2,200,None,None,None,0.595,0.708
150,2,2,250,None,None,None,0.601,0.712
150,2,2,300,None,None,None,0.602,0.717
150,2,3,10,None,None,None,0.392,0.471
150,2,3,20,None,None,None,0.496,0.594
150,2,3,100,None,None,None,0.589,0.699
150,2,3,150,None,None,None,0.598,0.709
150,2,3,200,None,None,None,0.616,0.719
150,2,3,250,None,None,None,0.612,0.725
150,2,3,300,None,None,None,0.611,0.727
150,2,5,10,None,None,None,0.395,0.467
150,2,5,20,None,None,None,0.507,0.599
150,2,5,100,None,None,None,0.586,0.702
150,2,5,150,None,None,None,0.601,0.711
150,2,5,200,None,None,None,0.606,0.717
150,2,5,250,None,None,None,0.612,0.724
150,2,5,300,None,None,None,0.611,0.729
150,3,2,10,None,None,None,0.312,0.37
150,3,2,20,None,None,None,0.421,0.492
150,3,2,100,None,None,None,0.577,0.685
150,3,2,150,None,None,None,0.595,0.7
150,3,2,200,None,None,None,0.593,0.706
150,3,2,250,None,None,None,0.608,0.715
150,3,2,300,None,None,None,0.597,0.709
150,3,3,10,None,None,None,0.335,0.392
150,3,3,20,None,None,None,0.435,0.517
150,3,3,100,None,None,None,0.59,0.696
150,3,3,150,None,None,None,0.594,0.714
150,3,3,200,None,None,None,0.606,0.713
150,3,3,250,None,None,None,0.604,0.714
150,3,3,300,None,None,None,0.606,0.714
150,3,5,10,None,None,None,0.325,0.393
